0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.
0.0008471343513551943,0.0004160619222183942,0.00020103828600080004,0.00009611348435691752,0.000045725866247875446,0.000021726819167997014,0.000010331667510937725,4.90851450504759e-6,2.321148596440281e-6,1.0845340026113814e-6
8.338964463872397e-6,7.032913697216208e-6,6.38280215187196e-6,5.98088909043083e-6,5.6929196323846955e-6,5.471371144213783e-6,5.285383106585775e-6,5.1273147580250345e-6,4.988191011089056e-6,4.865375140333468e-6
0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.
0.00026763432987748914,0.0001471719424085416,0.00007989218400916015,0.00004268691330400198,0.00002247406412374947,0.000011666375001509466,5.978765309284928e-6,3.0156322343571906e-6,1.492348445895908e-6,7.093821640588582e-7
8.91918467669476e-6,7.347993077290239e-6,6.52612747494614e-6,5.9823382822102955e-6,5.603902695317142e-6,5.324659394682071e-6,5.109137479837222e-6,4.93777274818756e-6,4.798017049032218e-6,4.681437363638098e-6
0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.
0.00012711462163944587,0.00007213203454038697,0.00004059412808551932,0.0000225528811018047,0.000012344774036811279,6.65481298635362e-6,3.5251218634957393e-6,1.8204076440500594e-6,8.96424826368758e-7,4.0477834956781367e-7
9.55860373426968e-6,7.853228446957251e-6,6.9357359825173565e-6,6.338204640804855e-6,5.882892895485528e-6,5.541138816002125e-6,5.272740461466675e-6,5.056739806383324e-6,4.8794066604188665e-6,4.731585660148945e-6
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.
0.00007358064419726168,0.00004227236071534246,0.000024121332792836903,0.00001360440984041894,7.560503200894353e-6,4.11467925058584e-6,2.172727899756033e-6,1.086538606039078e-6,4.872798757341035e-7,1.581072415074436e-7
0.0000101446422309722753,8.3548789521189068e-6,7.3833958156760544e-6,6.7323693103351925e-6,6.269476334579165e-6,5.8809340975629172e-6,5.5702413804379279e-6,5.3166417810126159e-6,5.1055200953644882e-6,4.9271128794839957e-6
